universe,window,strategy,symbol,return_pct,sharpe,max_dd,trades,win_rate,pass
OldGuardNoBNB,W20,LONG_SKIP_CRISIS,BTC,21.5471,0.9550,51.2349,12,0.5000,PASS
OldGuardNoBNB,W21,SHORT,BTC,28.6799,1.4198,43.3888,6,0.3333,PASS
OldGuardNoBNB,W21,LONG_SKIP_CRISIS,BTC,-4.6332,0.2130,51.2349,13,0.4615,FAIL
OldGuardNoBNB,W22,SHORT,BTC,22.0507,1.1553,46.0663,7,0.2857,PASS
OldGuardNoBNB,W22,LONG_SKIP_CRISIS,BTC,-16.2518,-0.1874,51.2349,13,0.4615,FAIL
OldGuardNoBNB,W23,SHORT,BTC,15.4121,0.8748,48.7683,7,0.1429,PASS
OldGuardNoBNB,W23,LONG_SKIP_CRISIS,BTC,-2.2844,0.2862,51.2349,13,0.4615,FAIL
OldGuardNoBNB,W24,SHORT,BTC,-10.5511,-0.0556,48.7683,7,0.1429,FAIL
OldGuardNoBNB,W24,LONG_SKIP_CRISIS,BTC,53.3983,1.6826,39.7048,13,0.6154,PASS
OldGuardNoBNB,W25,SHORT,BTC,-32.2284,-8.8112,32.2284,4,0.0000,FAIL
OldGuardNoBNB,W25,LONG_SKIP_CRISIS,BTC,186.9523,13.1289,14.3871,14,0.6429,PASS
OldGuardNoBNB,W26,SHORT,BTC,-17.6827,-10.4870,17.6827,3,0.0000,FAIL
OldGuardNoBNB,W26,LONG_SKIP_CRISIS,BTC,259.4348,11.5864,14.3871,16,0.6875,PASS
OldGuardNoBNB,W27,SHORT,BTC,-17.6827,-10.4870,17.6827,3,0.0000,FAIL
OldGuardNoBNB,W27,LONG_SKIP_CRISIS,BTC,221.0251,8.3610,14.3871,20,0.6500,PASS
OldGuardNoBNB,W28,SHORT,BTC,-17.6827,-10.4870,17.6827,3,0.0000,FAIL
OldGuardNoBNB,W28,LONG_SKIP_CRISIS,BTC,226.3548,7.7160,21.2795,21,0.6190,PASS
OldGuardNoBNB,W29,SHORT,BTC,-17.6827,-10.4870,17.6827,3,0.0000,FAIL
OldGuardNoBNB,W29,LONG_SKIP_CRISIS,BTC,355.2585,8.9023,21.2795,22,0.6364,PASS
OldGuardNoBNB,W30,SHORT,BTC,-16.5118,-7.1683,16.5118,3,0.0000,FAIL
OldGuardNoBNB,W30,LONG_SKIP_CRISIS,BTC,509.1384,10.9849,21.2795,22,0.6818,PASS
OldGuardNoBNB,W31,SHORT,BTC,-9.5024,-6.7970,9.5024,2,0.0000,FAIL
OldGuardNoBNB,W31,LONG_SKIP_CRISIS,BTC,400.3841,9.7229,21.2795,21,0.7143,PASS
OldGuardNoBNB,W32,SHORT,BTC,-15.0076,-6.1758,15.0076,3,0.0000,FAIL
OldGuardNoBNB,W32,LONG_SKIP_CRISIS,BTC,350.5094,8.7644,21.2795,21,0.7143,PASS
OldGuardNoBNB,W33,SHORT,BTC,54.1351,2.5613,10.7882,5,0.6000,PASS
OldGuardNoBNB,W33,LONG_SKIP_CRISIS,BTC,319.2739,8.3729,21.2795,20,0.7000,PASS
OldGuardNoBNB,W34,SHORT,BTC,33.3348,1.7622,13.0744,5,0.4000,PASS
OldGuardNoBNB,W34,LONG_SKIP_CRISIS,BTC,334.6415,8.4785,21.2795,21,0.7143,PASS
OldGuardNoBNB,W35,SHORT,BTC,41.2212,2.1137,7.1469,5,0.6000,PASS
OldGuardNoBNB,W35,LONG_SKIP_CRISIS,BTC,218.0538,6.4680,29.4658,21,0.6190,PASS
OldGuardNoBNB,W36,SHORT,BTC,40.8413,2.0981,7.1469,5,0.6000,PASS
OldGuardNoBNB,W36,LONG_SKIP_CRISIS,BTC,137.2893,5.0540,29.4658,18,0.6111,PASS
OldGuardNoBNB,W37,SHORT,BTC,33.9462,1.8126,11.3216,5,0.4000,PASS
OldGuardNoBNB,W37,LONG_SKIP_CRISIS,BTC,231.4382,7.1737,29.4658,16,0.6250,PASS
OldGuardNoBNB,W38,SHORT,BTC,33.9462,1.8126,11.3216,5,0.4000,PASS
OldGuardNoBNB,W38,LONG_SKIP_CRISIS,BTC,174.4672,6.3117,29.4658,14,0.5714,PASS
OldGuardNoBNB,W39,SHORT,BTC,26.3273,1.4633,16.3656,6,0.3333,PASS
OldGuardNoBNB,W39,LONG_SKIP_CRISIS,BTC,86.7707,4.4848,29.4658,11,0.5455,PASS
OldGuardNoBNB,W40,SHORT,BTC,14.4740,0.8900,24.2131,6,0.3333,PASS
OldGuardNoBNB,W40,LONG_SKIP_CRISIS,BTC,105.1581,7.1081,29.4658,9,0.5556,PASS
OldGuardNoBNB,W41,SHORT,BTC,14.4740,0.8900,24.2131,6,0.3333,PASS
OldGuardNoBNB,W41,LONG_SKIP_CRISIS,BTC,82.6405,6.6279,29.4658,9,0.5556,PASS
OldGuardNoBNB,W42,SHORT,BTC,14.7778,0.9050,24.2131,7,0.4286,PASS
OldGuardNoBNB,W42,LONG_SKIP_CRISIS,BTC,63.1564,5.3608,29.4658,9,0.4444,PASS
OldGuardNoBNB,W43,SHORT,BTC,46.3588,2.2358,24.2131,8,0.5000,PASS
OldGuardNoBNB,W43,LONG_SKIP_CRISIS,BTC,21.7859,1.8982,37.4559,11,0.2727,PASS
OldGuardNoBNB,W44,SHORT,BTC,76.4039,3.2786,24.2131,7,0.5714,PASS
OldGuardNoBNB,W44,LONG_SKIP_CRISIS,BTC,46.0695,4.3135,20.0316,9,0.3333,PASS
OldGuardNoBNB,W45,SHORT,BTC,34.0275,4.4324,18.3798,4,0.5000,PASS
OldGuardNoBNB,W45,LONG_SKIP_CRISIS,BTC,33.8784,3.0701,31.0457,10,0.3000,PASS
OldGuardNoBNB,W46,SHORT,BTC,23.8866,3.3394,18.3798,5,0.6000,PASS
OldGuardNoBNB,W46,LONG_SKIP_CRISIS,BTC,37.7152,2.9841,30.3865,10,0.4000,PASS
OldGuardNoBNB,W47,SHORT,BTC,15.0992,2.0789,22.2166,7,0.5714,PASS
OldGuardNoBNB,W47,LONG_SKIP_CRISIS,BTC,44.4801,3.0926,30.3865,12,0.4167,PASS
OldGuardNoBNB,W48,SHORT,BTC,13.3749,1.8342,14.5374,6,0.5000,PASS
OldGuardNoBNB,W48,LONG_SKIP_CRISIS,BTC,50.7914,3.4415,30.3865,12,0.5000,PASS
OldGuardNoBNB,W49,SHORT,BTC,14.9538,2.0303,14.5374,7,0.5714,PASS
OldGuardNoBNB,W49,LONG_SKIP_CRISIS,BTC,10.2900,0.9126,30.3865,13,0.4615,PASS
OldGuardNoBNB,W50,SHORT,BTC,49.4126,5.2108,14.5374,7,0.5714,PASS
OldGuardNoBNB,W50,LONG_SKIP_CRISIS,BTC,0.4512,0.1370,30.3865,14,0.3571,PASS
OldGuardNoBNB,W51,SHORT,BTC,47.5625,4.2410,14.2440,7,0.5714,PASS
OldGuardNoBNB,W51,LONG_SKIP_CRISIS,BTC,-8.5052,-0.6969,30.3865,13,0.4615,FAIL
OldGuardNoBNB,W52,SHORT,BTC,136.3662,5.5963,12.7622,8,0.7500,PASS
OldGuardNoBNB,W52,LONG_SKIP_CRISIS,BTC,-42.4960,-5.2834,42.4960,14,0.2857,FAIL
OldGuardNoBNB,W53,SHORT,BTC,129.9586,5.4580,12.7622,8,0.7500,PASS
OldGuardNoBNB,W53,LONG_SKIP_CRISIS,BTC,-43.5310,-5.3171,43.5310,13,0.3077,FAIL
OldGuardNoBNB,W54,SHORT,BTC,76.4936,3.8030,12.7622,8,0.6250,PASS
OldGuardNoBNB,W54,LONG_SKIP_CRISIS,BTC,-30.1425,-3.3323,36.0977,11,0.3636,FAIL
OldGuardNoBNB,W55,SHORT,BTC,97.1170,4.4980,12.7622,8,0.7500,PASS
OldGuardNoBNB,W55,LONG_SKIP_CRISIS,BTC,-33.3389,-3.9436,33.3389,10,0.3000,FAIL
OldGuardNoBNB,W56,SHORT,BTC,62.5370,3.2733,12.7622,9,0.6667,PASS
OldGuardNoBNB,W56,LONG_SKIP_CRISIS,BTC,-25.3353,-2.8580,26.1751,11,0.3636,FAIL
OldGuardNoBNB,W57,SHORT,BTC,51.2562,2.7997,12.7622,8,0.5000,PASS
OldGuardNoBNB,W57,LONG_SKIP_CRISIS,BTC,-14.6486,-1.6604,26.1537,10,0.4000,FAIL
OldGuardNoBNB,W58,SHORT,BTC,37.0990,2.1637,13.1568,9,0.3333,PASS
OldGuardNoBNB,W58,LONG_SKIP_CRISIS,BTC,-13.3324,-1.4911,26.1537,9,0.4444,FAIL
OldGuardNoBNB,W59,SHORT,BTC,46.9296,2.3843,17.7934,8,0.5000,PASS
OldGuardNoBNB,W59,LONG_SKIP_CRISIS,BTC,-24.8675,-7.3720,30.1945,8,0.2500,FAIL
OldGuardNoBNB,W60,SHORT,BTC,40.9279,2.1480,18.7004,8,0.3750,PASS
OldGuardNoBNB,W60,LONG_SKIP_CRISIS,BTC,-34.9602,-8.5336,36.3121,8,0.2500,FAIL
OldGuardNoBNB,W61,SHORT,BTC,62.4472,4.3552,18.7004,9,0.4444,PASS
OldGuardNoBNB,W61,LONG_SKIP_CRISIS,BTC,-24.5035,-15.6052,24.5035,7,0.1429,FAIL
OldGuardNoBNB,W62,SHORT,BTC,7.7062,0.8402,27.3205,8,0.2500,PASS
OldGuardNoBNB,W62,LONG_SKIP_CRISIS,BTC,16.8369,3.0009,17.1120,6,0.3333,PASS
OldGuardNoBNB,W63,SHORT,BTC,-2.8706,-0.0464,27.3205,8,0.2500,FAIL
OldGuardNoBNB,W63,LONG_SKIP_CRISIS,BTC,-2.3818,-0.2225,23.0073,11,0.2727,FAIL
OldGuardNoBNB,W64,SHORT,BTC,-27.3205,-3.9235,27.3205,6,0.0000,FAIL
OldGuardNoBNB,W64,LONG_SKIP_CRISIS,BTC,22.9676,2.6459,10.7584,12,0.4167,PASS
OldGuardNoBNB,W65,SHORT,BTC,-32.7276,-4.5202,32.7276,7,0.0000,FAIL
OldGuardNoBNB,W65,LONG_SKIP_CRISIS,BTC,15.8665,1.4147,15.9516,15,0.4000,PASS
OldGuardNoBNB,W66,SHORT,BTC,-32.7276,-4.5202,32.7276,7,0.0000,FAIL
OldGuardNoBNB,W66,LONG_SKIP_CRISIS,BTC,27.1055,2.2138,15.1777,15,0.4667,PASS
OldGuardNoBNB,W67,SHORT,BTC,-31.8947,-4.3521,31.8947,6,0.0000,FAIL
OldGuardNoBNB,W67,LONG_SKIP_CRISIS,BTC,33.4914,2.7325,13.4265,15,0.5333,PASS
OldGuardNoBNB,W68,SHORT,BTC,-35.4322,-4.9620,35.4322,6,0.0000,FAIL
OldGuardNoBNB,W68,LONG_SKIP_CRISIS,BTC,38.5293,3.0724,13.4265,15,0.4667,PASS
OldGuardNoBNB,W69,SHORT,BTC,-29.7961,-3.9708,31.9901,7,0.1429,FAIL
OldGuardNoBNB,W69,LONG_SKIP_CRISIS,BTC,17.9953,1.5932,13.4265,17,0.3529,PASS
OldGuardNoBNB,W70,SHORT,BTC,-31.1164,-4.2298,31.1164,6,0.0000,FAIL
OldGuardNoBNB,W70,LONG_SKIP_CRISIS,BTC,25.9474,1.9921,13.4265,18,0.3889,PASS
OldGuardNoBNB,W71,SHORT,BTC,-22.8356,-6.5883,22.8356,4,0.0000,FAIL
OldGuardNoBNB,W71,LONG_SKIP_CRISIS,BTC,37.7294,2.8049,13.4265,18,0.4444,PASS
OldGuardNoBNB,W72,SHORT,BTC,-21.7075,-6.0855,22.8356,5,0.2000,FAIL
OldGuardNoBNB,W72,LONG_SKIP_CRISIS,BTC,16.3333,1.3307,13.6254,18,0.3889,PASS
OldGuardNoBNB,W73,SHORT,BTC,-17.1662,-5.0122,17.1929,5,0.2000,FAIL
OldGuardNoBNB,W73,LONG_SKIP_CRISIS,BTC,3.2602,0.3656,13.6254,21,0.3810,PASS
OldGuardNoBNB,W74,SHORT,BTC,-19.2764,-5.6129,19.2764,5,0.0000,FAIL
OldGuardNoBNB,W74,LONG_SKIP_CRISIS,BTC,0.4192,0.1342,13.6254,19,0.4211,PASS
OldGuardNoBNB,W75,SHORT,BTC,-23.9848,-5.9217,23.9848,6,0.0000,FAIL
OldGuardNoBNB,W75,LONG_SKIP_CRISIS,BTC,16.6431,1.2606,13.6254,17,0.5294,PASS
OldGuardNoBNB,W76,SHORT,BTC,-23.9848,-5.9217,23.9848,6,0.0000,FAIL
OldGuardNoBNB,W76,LONG_SKIP_CRISIS,BTC,32.5369,2.2777,13.6254,17,0.5294,PASS
OldGuardNoBNB,W77,SHORT,BTC,-17.8749,-6.3386,17.8749,5,0.0000,FAIL
OldGuardNoBNB,W77,LONG_SKIP_CRISIS,BTC,41.3290,3.5347,13.6254,15,0.5333,PASS
OldGuardNoBNB,W78,SHORT,BTC,-17.8749,-6.3386,17.8749,5,0.0000,FAIL
OldGuardNoBNB,W78,LONG_SKIP_CRISIS,BTC,32.0408,2.4836,19.0160,17,0.5294,PASS
OldGuardNoBNB,W79,SHORT,BTC,-17.8749,-6.3386,17.8749,5,0.0000,FAIL
OldGuardNoBNB,W79,LONG_SKIP_CRISIS,BTC,38.9228,2.8668,13.6254,17,0.4706,PASS
OldGuardNoBNB,W80,SHORT,BTC,-18.7190,-6.4664,18.7190,5,0.0000,FAIL
OldGuardNoBNB,W80,LONG_SKIP_CRISIS,BTC,40.9865,2.9325,13.6254,19,0.4737,PASS
OldGuardNoBNB,W81,SHORT,BTC,-15.3904,-5.2776,15.3904,4,0.0000,FAIL
OldGuardNoBNB,W81,LONG_SKIP_CRISIS,BTC,84.7916,5.1650,13.6254,17,0.5294,PASS
OldGuardNoBNB,W82,SHORT,BTC,-15.3904,-5.2776,15.3904,4,0.0000,FAIL
OldGuardNoBNB,W82,LONG_SKIP_CRISIS,BTC,159.0389,7.2230,13.4516,19,0.5263,PASS
OldGuardNoBNB,W83,SHORT,BTC,-15.3904,-5.2776,15.3904,4,0.0000,FAIL
OldGuardNoBNB,W83,LONG_SKIP_CRISIS,BTC,158.1004,6.7000,13.9590,20,0.5500,PASS
OldGuardNoBNB,W84,SHORT,BTC,-16.3987,-5.0287,17.1218,5,0.2000,FAIL
OldGuardNoBNB,W84,LONG_SKIP_CRISIS,BTC,166.2683,7.0146,15.5060,20,0.5500,PASS
OldGuardNoBNB,W85,SHORT,BTC,-12.9432,-4.6552,12.9432,3,0.0000,FAIL
OldGuardNoBNB,W85,LONG_SKIP_CRISIS,BTC,145.2048,6.5894,21.4319,19,0.5789,PASS
OldGuardNoBNB,W86,SHORT,BTC,-12.9432,-4.6552,12.9432,3,0.0000,FAIL
OldGuardNoBNB,W86,LONG_SKIP_CRISIS,BTC,143.3921,6.5161,21.4319,19,0.5263,PASS
OldGuardNoBNB,W87,SHORT,BTC,-4.4458,-3.1777,7.5509,3,0.3333,FAIL
OldGuardNoBNB,W87,LONG_SKIP_CRISIS,BTC,86.2515,4.9489,21.4319,16,0.5000,PASS
OldGuardNoBNB,W88,SHORT,BTC,-13.9655,-2.8914,13.9655,5,0.4000,FAIL
OldGuardNoBNB,W88,LONG_SKIP_CRISIS,BTC,93.0925,4.9873,28.3606,16,0.5000,PASS
OldGuardNoBNB,W89,SHORT,BTC,-13.9655,-3.0327,13.9655,5,0.4000,FAIL
OldGuardNoBNB,W89,LONG_SKIP_CRISIS,BTC,49.8171,3.3210,28.3606,15,0.4667,PASS
OldGuardNoBNB,W90,SHORT,BTC,-13.9655,-3.1970,13.9655,5,0.4000,FAIL
OldGuardNoBNB,W90,LONG_SKIP_CRISIS,BTC,61.4552,4.1997,28.3606,14,0.5714,PASS
OldGuardNoBNB,W91,SHORT,BTC,-13.9655,-3.3913,13.9655,5,0.4000,FAIL
OldGuardNoBNB,W91,LONG_SKIP_CRISIS,BTC,59.6134,4.6338,28.3606,11,0.5455,PASS
OldGuardNoBNB,W92,SHORT,BTC,-10.4510,-2.6620,10.4510,4,0.5000,FAIL
OldGuardNoBNB,W92,LONG_SKIP_CRISIS,BTC,53.9530,4.6487,28.3606,10,0.6000,PASS
OldGuardNoBNB,W93,SHORT,BTC,-10.4510,-2.8689,10.4510,4,0.5000,FAIL
OldGuardNoBNB,W93,LONG_SKIP_CRISIS,BTC,8.1034,0.9997,28.3606,10,0.6000,PASS
OldGuardNoBNB,W94,SHORT,BTC,-10.4510,-3.1329,10.4510,4,0.5000,FAIL
OldGuardNoBNB,W94,LONG_SKIP_CRISIS,BTC,6.1062,1.0356,15.9902,6,0.6667,PASS
OldGuardNoBNB,W95,SHORT,BTC,-10.4510,-3.4865,10.4510,4,0.5000,FAIL
OldGuardNoBNB,W95,LONG_SKIP_CRISIS,BTC,-10.2567,-2.6994,22.3153,5,0.4000,FAIL
OldGuardNoBNB,W96,SHORT,BTC,-20.2630,-6.9297,20.2630,5,0.4000,FAIL
OldGuardNoBNB,W96,LONG_SKIP_CRISIS,BTC,11.0963,3.6874,8.9951,3,0.6667,PASS
OldGuardNoBNB,W97,SHORT,BTC,-6.9386,-3.0113,10.3789,3,0.6667,FAIL
OldGuardNoBNB,W97,LONG_SKIP_CRISIS,BTC,-2.2688,-0.8133,15.4008,3,0.3333,FAIL
LargeCaps5,W0,SHORT,BTC,23.6994,1.7964,19.2077,6,0.5000,PASS
LargeCaps5,W0,LONG_SKIP_CRISIS,BTC,107.5981,3.9374,25.8671,17,0.5294,PASS
LargeCaps5,W1,SHORT,BTC,4.1696,0.4131,26.1635,6,0.3333,PASS
LargeCaps5,W1,LONG_SKIP_CRISIS,BTC,82.7432,2.9832,25.1360,20,0.5000,PASS
LargeCaps5,W2,SHORT,BTC,-25.9225,-8.8453,25.9225,3,0.0000,FAIL
LargeCaps5,W2,LONG_SKIP_CRISIS,BTC,131.2992,4.2706,23.1018,18,0.6111,PASS
LargeCaps5,W3,SHORT,BTC,-18.9159,-5.7222,23.3633,3,0.3333,FAIL
LargeCaps5,W3,LONG_SKIP_CRISIS,BTC,125.8436,4.3697,34.1414,14,0.4286,PASS
LargeCaps5,W4,SHORT,BTC,-21.4900,-6.9716,23.3842,3,0.3333,FAIL
LargeCaps5,W4,LONG_SKIP_CRISIS,BTC,103.0480,3.7565,32.2326,17,0.5294,PASS
LargeCaps5,W5,SHORT,BTC,-0.3652,-0.0490,16.9380,3,0.3333,FAIL
LargeCaps5,W5,LONG_SKIP_CRISIS,BTC,76.0031,3.0039,41.2796,19,0.5789,PASS
LargeCaps5,W6,SHORT,BTC,-4.5442,-0.9942,16.9380,3,0.3333,FAIL
LargeCaps5,W6,LONG_SKIP_CRISIS,BTC,48.4137,2.1336,45.9760,20,0.5000,PASS
LargeCaps5,W7,SHORT,BTC,25.2496,3.1607,16.9380,4,0.5000,PASS
LargeCaps5,W7,LONG_SKIP_CRISIS,BTC,28.6294,1.4151,49.7163,20,0.5000,PASS
LargeCaps5,W8,SHORT,BTC,14.4268,2.4698,16.9380,5,0.6000,PASS
LargeCaps5,W8,LONG_SKIP_CRISIS,BTC,-4.6000,-0.0616,51.8138,20,0.4000,FAIL
LargeCaps5,W9,SHORT,BTC,11.4864,2.0043,16.9380,6,0.3333,PASS
LargeCaps5,W9,LONG_SKIP_CRISIS,BTC,-9.3996,-0.3082,54.9341,19,0.4211,FAIL
LargeCaps5,W10,SHORT,BTC,5.8502,0.9781,16.9380,6,0.3333,PASS
LargeCaps5,W10,LONG_SKIP_CRISIS,BTC,-13.4329,-0.6450,54.9341,15,0.4000,FAIL
LargeCaps5,W11,SHORT,BTC,5.8502,0.9781,16.9380,6,0.3333,PASS
LargeCaps5,W11,LONG_SKIP_CRISIS,BTC,5.8489,0.4602,54.9341,13,0.4615,PASS
LargeCaps5,W12,SHORT,BTC,16.5000,2.3863,16.9380,7,0.4286,PASS
LargeCaps5,W12,LONG_SKIP_CRISIS,BTC,-42.4174,-4.4924,50.8428,12,0.3333,FAIL
LargeCaps5,W13,SHORT,BTC,98.9907,3.5930,18.2162,8,0.3750,PASS
LargeCaps5,W13,LONG_SKIP_CRISIS,BTC,-59.6584,-2.4319,60.3302,12,0.3333,FAIL
LargeCaps5,W14,SHORT,BTC,116.0111,4.1449,24.7555,9,0.3333,PASS
LargeCaps5,W14,LONG_SKIP_CRISIS,BTC,-53.7607,-2.0013,59.9864,12,0.3333,FAIL
LargeCaps5,W15,SHORT,BTC,78.5023,2.9921,37.7631,9,0.3333,PASS
LargeCaps5,W15,LONG_SKIP_CRISIS,BTC,-36.7365,-1.0223,57.6534,11,0.3636,FAIL
LargeCaps5,W16,SHORT,BTC,52.2842,2.2704,37.7631,8,0.2500,PASS
LargeCaps5,W16,LONG_SKIP_CRISIS,BTC,-18.2102,-0.2526,51.2349,12,0.4167,FAIL
LargeCaps5,W17,SHORT,BTC,47.5716,2.1025,37.7631,8,0.2500,PASS
LargeCaps5,W17,LONG_SKIP_CRISIS,BTC,-21.6928,-0.3864,51.2349,13,0.3846,FAIL
LargeCaps5,W18,SHORT,BTC,50.3804,2.1958,39.8009,8,0.2500,PASS
LargeCaps5,W18,LONG_SKIP_CRISIS,BTC,-18.7470,-0.2748,51.2349,11,0.3636,FAIL
LargeCaps5,W19,SHORT,BTC,14.9532,0.8512,43.3888,7,0.1429,PASS
LargeCaps5,W19,LONG_SKIP_CRISIS,BTC,9.7304,0.6351,51.2349,11,0.4545,PASS
LargeCaps5,W20,SHORT,BTC,9.5346,0.5911,43.3888,7,0.1429,PASS
LargeCaps5,W20,LONG_SKIP_CRISIS,BTC,21.5471,0.9550,51.2349,12,0.5000,PASS
LargeCaps5,W21,SHORT,BTC,28.6799,1.4198,43.3888,6,0.3333,PASS
LargeCaps5,W21,LONG_SKIP_CRISIS,BTC,-4.6332,0.2130,51.2349,13,0.4615,FAIL
LargeCaps5,W22,SHORT,BTC,22.0507,1.1553,46.0663,7,0.2857,PASS
LargeCaps5,W22,LONG_SKIP_CRISIS,BTC,-16.2518,-0.1874,51.2349,13,0.4615,FAIL
LargeCaps5,W23,SHORT,BTC,15.4121,0.8748,48.7683,7,0.1429,PASS
LargeCaps5,W23,LONG_SKIP_CRISIS,BTC,-2.2844,0.2862,51.2349,13,0.4615,FAIL
LargeCaps5,W24,SHORT,BTC,-10.5511,-0.0556,48.7683,7,0.1429,FAIL
LargeCaps5,W24,LONG_SKIP_CRISIS,BTC,53.3983,1.6826,39.7048,13,0.6154,PASS
LargeCaps5,W25,SHORT,BTC,-32.2284,-8.8112,32.2284,4,0.0000,FAIL
LargeCaps5,W25,LONG_SKIP_CRISIS,BTC,186.9523,13.1289,14.3871,14,0.6429,PASS
LargeCaps5,W26,SHORT,BTC,-17.6827,-10.4870,17.6827,3,0.0000,FAIL
LargeCaps5,W26,LONG_SKIP_CRISIS,BTC,259.4348,11.5864,14.3871,16,0.6875,PASS
LargeCaps5,W27,SHORT,BTC,-17.6827,-10.4870,17.6827,3,0.0000,FAIL
LargeCaps5,W27,LONG_SKIP_CRISIS,BTC,221.0251,8.3610,14.3871,20,0.6500,PASS
LargeCaps5,W28,SHORT,BTC,-17.6827,-10.4870,17.6827,3,0.0000,FAIL
LargeCaps5,W28,LONG_SKIP_CRISIS,BTC,226.3548,7.7160,21.2795,21,0.6190,PASS
LargeCaps5,W29,SHORT,BTC,-17.6827,-10.4870,17.6827,3,0.0000,FAIL
LargeCaps5,W29,LONG_SKIP_CRISIS,BTC,355.2585,8.9023,21.2795,22,0.6364,PASS
LargeCaps5,W30,SHORT,BTC,-16.5118,-7.1683,16.5118,3,0.0000,FAIL
LargeCaps5,W30,LONG_SKIP_CRISIS,BTC,509.1384,10.9849,21.2795,22,0.6818,PASS
LargeCaps5,W31,SHORT,BTC,-9.5024,-6.7970,9.5024,2,0.0000,FAIL
LargeCaps5,W31,LONG_SKIP_CRISIS,BTC,400.3841,9.7229,21.2795,21,0.7143,PASS
LargeCaps5,W32,SHORT,BTC,-15.0076,-6.1758,15.0076,3,0.0000,FAIL
LargeCaps5,W32,LONG_SKIP_CRISIS,BTC,350.5094,8.7644,21.2795,21,0.7143,PASS
LargeCaps5,W33,SHORT,BTC,54.1351,2.5613,10.7882,5,0.6000,PASS
LargeCaps5,W33,LONG_SKIP_CRISIS,BTC,319.2739,8.3729,21.2795,20,0.7000,PASS
LargeCaps5,W34,SHORT,BTC,33.3348,1.7622,13.0744,5,0.4000,PASS
LargeCaps5,W34,LONG_SKIP_CRISIS,BTC,334.6415,8.4785,21.2795,21,0.7143,PASS
LargeCaps5,W35,SHORT,BTC,41.2212,2.1137,7.1469,5,0.6000,PASS
LargeCaps5,W35,LONG_SKIP_CRISIS,BTC,218.0538,6.4680,29.4658,21,0.6190,PASS
LargeCaps5,W36,SHORT,BTC,40.8413,2.0981,7.1469,5,0.6000,PASS
LargeCaps5,W36,LONG_SKIP_CRISIS,BTC,137.2893,5.0540,29.4658,18,0.6111,PASS
LargeCaps5,W37,SHORT,BTC,33.9462,1.8126,11.3216,5,0.4000,PASS
LargeCaps5,W37,LONG_SKIP_CRISIS,BTC,231.4382,7.1737,29.4658,16,0.6250,PASS
LargeCaps5,W38,SHORT,BTC,33.9462,1.8126,11.3216,5,0.4000,PASS
LargeCaps5,W38,LONG_SKIP_CRISIS,BTC,174.4672,6.3117,29.4658,14,0.5714,PASS
LargeCaps5,W39,SHORT,BTC,26.3273,1.4633,16.3656,6,0.3333,PASS
LargeCaps5,W39,LONG_SKIP_CRISIS,BTC,86.7707,4.4848,29.4658,11,0.5455,PASS
LargeCaps5,W40,SHORT,BTC,14.4740,0.8900,24.2131,6,0.3333,PASS
LargeCaps5,W40,LONG_SKIP_CRISIS,BTC,105.1581,7.1081,29.4658,9,0.5556,PASS
LargeCaps5,W41,SHORT,BTC,14.4740,0.8900,24.2131,6,0.3333,PASS
LargeCaps5,W41,LONG_SKIP_CRISIS,BTC,82.6405,6.6279,29.4658,9,0.5556,PASS
LargeCaps5,W42,SHORT,BTC,14.7778,0.9050,24.2131,7,0.4286,PASS
LargeCaps5,W42,LONG_SKIP_CRISIS,BTC,63.1564,5.3608,29.4658,9,0.4444,PASS
LargeCaps5,W43,SHORT,BTC,46.3588,2.2358,24.2131,8,0.5000,PASS
LargeCaps5,W43,LONG_SKIP_CRISIS,BTC,21.7859,1.8982,37.4559,11,0.2727,PASS
LargeCaps5,W44,SHORT,BTC,76.4039,3.2786,24.2131,7,0.5714,PASS
LargeCaps5,W44,LONG_SKIP_CRISIS,BTC,46.0695,4.3135,20.0316,9,0.3333,PASS
LargeCaps5,W45,SHORT,BTC,34.0275,4.4324,18.3798,4,0.5000,PASS
LargeCaps5,W45,LONG_SKIP_CRISIS,BTC,33.8784,3.0701,31.0457,10,0.3000,PASS
LargeCaps5,W46,SHORT,BTC,23.8866,3.3394,18.3798,5,0.6000,PASS
LargeCaps5,W46,LONG_SKIP_CRISIS,BTC,37.7152,2.9841,30.3865,10,0.4000,PASS
LargeCaps5,W47,SHORT,BTC,15.0992,2.0789,22.2166,7,0.5714,PASS
LargeCaps5,W47,LONG_SKIP_CRISIS,BTC,44.4801,3.0926,30.3865,12,0.4167,PASS
LargeCaps5,W48,SHORT,BTC,13.3749,1.8342,14.5374,6,0.5000,PASS
LargeCaps5,W48,LONG_SKIP_CRISIS,BTC,50.7914,3.4415,30.3865,12,0.5000,PASS
LargeCaps5,W49,SHORT,BTC,14.9538,2.0303,14.5374,7,0.5714,PASS
LargeCaps5,W49,LONG_SKIP_CRISIS,BTC,10.2900,0.9126,30.3865,13,0.4615,PASS
LargeCaps5,W50,SHORT,BTC,49.4126,5.2108,14.5374,7,0.5714,PASS
LargeCaps5,W50,LONG_SKIP_CRISIS,BTC,0.4512,0.1370,30.3865,14,0.3571,PASS
LargeCaps5,W51,SHORT,BTC,47.5625,4.2410,14.2440,7,0.5714,PASS
LargeCaps5,W51,LONG_SKIP_CRISIS,BTC,-8.5052,-0.6969,30.3865,13,0.4615,FAIL
