em,universe,window,bar_idx,equity
1.26,OldGuard4,3,90,1.57494256
1.26,OldGuard4,3,100,1.57494256
1.26,OldGuard4,3,110,1.33248019
1.26,OldGuard4,3,120,1.73895955
1.26,OldGuard4,3,130,1.73895955
1.26,OldGuard4,3,140,1.73895955
1.26,OldGuard4,3,150,1.73895955
1.26,OldGuard4,3,160,1.73895955
1.26,OldGuard4,4,0,1.00000000
1.26,OldGuard4,4,10,1.00000000
1.26,OldGuard4,4,20,1.00000000
1.26,OldGuard4,4,30,1.00000000
1.26,OldGuard4,4,40,1.00000000
1.26,OldGuard4,4,50,1.04814522
1.26,OldGuard4,4,60,1.04814522
1.26,OldGuard4,4,70,1.21803116
1.26,OldGuard4,4,80,1.18351954
1.26,OldGuard4,4,90,1.18351954
1.26,OldGuard4,4,100,1.18351954
1.26,OldGuard4,4,110,1.18351954
1.26,OldGuard4,4,120,1.18351954
1.26,OldGuard4,4,130,1.18351954
1.26,OldGuard4,4,140,1.18351954
1.26,OldGuard4,4,150,1.18351954
1.26,OldGuard4,4,160,1.18351954
1.26,OldGuard4,4,170,1.18351954
1.26,OldGuard4,4,180,1.18351954
1.26,OldGuard4,4,190,1.18351954
1.26,OldGuard4,4,200,1.18351954
1.26,OldGuard4,5,0,1.00000000
1.26,OldGuard4,5,10,1.00000000
1.26,OldGuard4,5,20,1.00000000
1.26,OldGuard4,5,30,1.00000000
1.26,OldGuard4,5,40,0.67630179
1.26,OldGuard4,5,50,0.67630179
1.26,OldGuard4,5,60,0.67630179
1.26,OldGuard4,5,70,0.73266028
1.26,OldGuard4,5,80,0.73266028
1.26,OldGuard4,5,90,0.73266028
1.26,OldGuard4,5,100,0.73266028
1.26,OldGuard4,5,110,0.73266028
1.26,OldGuard4,5,120,0.73266028
1.26,OldGuard4,5,130,0.73266028
1.26,OldGuard4,5,140,0.73266028
1.26,OldGuard4,5,150,0.73266028
1.26,OldGuard4,5,160,0.73266028
1.26,OldGuard4,5,170,0.73266028
1.26,OldGuard4,5,180,0.73266028
1.26,OldGuard4,5,190,0.60920792
1.26,OldGuard4,5,200,0.60920792
1.27,Base5,0,0,1.00000000
1.27,Base5,0,10,1.15629820
1.27,Base5,0,20,1.15629820
1.27,Base5,0,30,1.15629820
1.27,Base5,0,40,1.15629820
1.27,Base5,0,50,1.15629820
1.27,Base5,0,60,1.01981504
1.27,Base5,0,70,1.01981504
1.27,Base5,0,80,1.01981504
1.27,Base5,0,90,3.53555493
1.27,Base5,0,100,3.53555493
1.27,Base5,0,110,3.53555493
1.27,Base5,0,120,3.65759235
1.27,Base5,0,130,3.29193832
1.27,Base5,0,140,3.29193832
1.27,Base5,0,150,3.29193832
1.27,Base5,0,160,3.29193832
1.27,Base5,1,0,1.00000000
1.27,Base5,1,10,1.00000000
1.27,Base5,1,20,1.00000000
1.27,Base5,1,30,1.00000000
1.27,Base5,1,40,1.00000000
1.27,Base5,1,50,0.83909029
1.27,Base5,1,60,0.83909029
1.27,Base5,1,70,0.72422591
1.27,Base5,1,80,0.67705113
1.27,Base5,1,90,0.67705113
1.27,Base5,1,100,0.67603885
1.27,Base5,1,110,2.45567724
1.27,Base5,1,120,1.78633623
1.27,Base5,1,130,1.78633623
1.27,Base5,1,140,1.89534833
1.27,Base5,1,150,1.89534833
1.27,Base5,1,160,1.48842838
1.27,Base5,2,0,1.00000000
1.27,Base5,2,10,1.24987590
1.27,Base5,2,20,1.11425138
1.27,Base5,2,30,1.20068002
1.27,Base5,2,40,1.17057186
1.27,Base5,2,50,1.17057186
1.27,Base5,2,60,1.17057186
1.27,Base5,2,70,2.16719626
1.27,Base5,2,80,2.16719626
1.27,Base5,2,90,2.59255353
1.27,Base5,2,100,2.59255353
1.27,Base5,2,110,2.59255353
1.27,Base5,2,120,2.59255353
1.27,Base5,2,130,2.59255353
1.27,Base5,3,0,1.00000000
1.27,Base5,3,10,1.02695755
1.27,Base5,3,20,1.06690624
1.27,Base5,3,30,0.87561132
1.27,Base5,3,40,0.87561132
1.27,Base5,3,50,1.08394037
1.27,Base5,3,60,1.08394037
1.27,Base5,3,70,1.08394037
1.27,Base5,3,80,1.08394037
1.27,Base5,3,90,1.27716277
1.27,Base5,3,100,1.33339301
1.27,Base5,3,110,0.69360582
1.27,Base5,3,120,0.72568467
1.27,Base5,3,130,0.72568467
1.27,Base5,4,0,1.00000000
1.27,Base5,4,10,1.00000000
1.27,Base5,4,20,1.03939803
1.27,Base5,4,30,0.87155465
1.27,Base5,4,40,0.83848169
1.27,Base5,4,50,1.07477963
1.27,Base5,4,60,0.96068144
1.27,Base5,4,70,0.96068144
1.27,Base5,4,80,0.96068144
1.27,Base5,4,90,0.96068144
1.27,Base5,4,100,0.96068144
1.27,Base5,4,110,0.96068144
1.27,Base5,4,120,0.96068144
1.27,Base5,4,130,0.96068144
1.27,Base5,4,140,0.96068144
1.27,Base5,4,150,0.96068144
1.27,Base5,4,160,0.96068144
1.27,Base5,4,170,0.96068144
1.27,Base5,5,0,1.00000000
1.27,Base5,5,10,1.00000000
1.27,Base5,5,20,1.00000000
1.27,Base5,5,30,1.00000000
1.27,Base5,5,40,1.00000000
1.27,Base5,5,50,1.00000000
1.27,Base5,5,60,1.00000000
1.27,Base5,5,70,1.00000000
1.27,Base5,5,80,1.00000000
1.27,Base5,5,90,1.00000000
1.27,Base5,5,100,1.00000000
1.27,Base5,5,110,1.26981598
1.27,Base5,5,120,1.26981598
1.27,Base5,5,130,1.26981598
1.27,Base5,5,140,1.26981598
1.27,Base5,5,150,1.26981598
1.27,Base5,5,160,1.26981598
1.27,Base5,5,170,1.26981598
1.27,Base5,5,180,1.17929805
1.27,Base5,5,190,1.26684017
1.27,Base5,5,200,1.26684017
1.27,Base5,5,210,1.26684017
1.27,NoDOGE,0,0,1.00000000
1.27,NoDOGE,0,10,1.15629820
1.27,NoDOGE,0,20,1.15629820
1.27,NoDOGE,0,30,1.15629820
1.27,NoDOGE,0,40,1.15629820
1.27,NoDOGE,0,50,1.15629820
1.27,NoDOGE,0,60,1.01981504
1.27,NoDOGE,0,70,1.01981504
1.27,NoDOGE,0,80,1.01981504
1.27,NoDOGE,0,90,3.53555493
1.27,NoDOGE,0,100,3.53555493
1.27,NoDOGE,0,110,3.53555493
1.27,NoDOGE,0,120,3.65759235
1.27,NoDOGE,0,130,3.29193832
1.27,NoDOGE,0,140,3.29193832
1.27,NoDOGE,0,150,3.29193832
1.27,NoDOGE,0,160,3.29193832
1.27,NoDOGE,1,0,1.00000000
1.27,NoDOGE,1,10,1.00000000
1.27,NoDOGE,1,20,1.00000000
1.27,NoDOGE,1,30,1.00000000
1.27,NoDOGE,1,40,1.00000000
1.27,NoDOGE,1,50,1.00000000
1.27,NoDOGE,1,60,1.00000000
1.27,NoDOGE,1,70,1.00000000
1.27,NoDOGE,1,80,1.00000000
1.27,NoDOGE,1,90,1.00000000
1.27,NoDOGE,1,100,0.93486178
1.27,NoDOGE,1,110,0.93486178
1.27,NoDOGE,1,120,0.93346404
1.27,NoDOGE,1,130,0.84268545
1.27,NoDOGE,1,140,0.84268545
1.27,NoDOGE,1,150,0.84268545
1.27,NoDOGE,1,160,0.84268545
1.27,NoDOGE,1,170,0.89411078
1.27,NoDOGE,1,180,0.89411078
1.27,NoDOGE,1,190,1.23998747
1.27,NoDOGE,2,0,1.00000000
1.27,NoDOGE,2,10,1.00000000
1.27,NoDOGE,2,20,1.00000000
1.27,NoDOGE,2,30,1.00000000
1.27,NoDOGE,2,40,0.66639367
1.27,NoDOGE,2,50,0.66639367
1.27,NoDOGE,2,60,0.66639367
1.27,NoDOGE,2,70,0.64968323
1.27,NoDOGE,2,80,0.64968323
1.27,NoDOGE,2,90,1.42987205
1.27,NoDOGE,2,100,1.42987205
1.27,NoDOGE,2,110,1.42987205
1.27,NoDOGE,2,120,2.73249411
1.27,NoDOGE,2,130,2.73249411
1.27,NoDOGE,2,140,2.73249411
1.27,NoDOGE,2,150,2.73249411
1.27,NoDOGE,3,0,1.00000000
1.27,NoDOGE,3,10,1.02695755
1.27,NoDOGE,3,20,1.06690624
1.27,NoDOGE,3,30,0.87561132
1.27,NoDOGE,3,40,0.87561132
1.27,NoDOGE,3,50,1.08394037
1.27,NoDOGE,3,60,1.08394037
1.27,NoDOGE,3,70,1.08394037
1.27,NoDOGE,3,80,1.08394037
1.27,NoDOGE,3,90,1.27716277
1.27,NoDOGE,3,100,1.33339301
1.27,NoDOGE,3,110,1.31999336
1.27,NoDOGE,3,120,1.31999336
1.27,NoDOGE,3,130,1.31999336
1.27,NoDOGE,4,0,1.00000000
1.27,NoDOGE,4,10,1.00000000
1.27,NoDOGE,4,20,1.03939803
1.27,NoDOGE,4,30,0.87155465
1.27,NoDOGE,4,40,0.83848169
1.27,NoDOGE,4,50,1.07477963
1.27,NoDOGE,4,60,0.96068144
1.27,NoDOGE,4,70,0.96068144
1.27,NoDOGE,4,80,0.96068144
1.27,NoDOGE,4,90,0.96068144
1.27,NoDOGE,4,100,0.96068144
1.27,NoDOGE,4,110,0.96068144
1.27,NoDOGE,4,120,0.96068144
1.27,NoDOGE,4,130,0.96068144
1.27,NoDOGE,4,140,0.96068144
1.27,NoDOGE,4,150,0.96068144
1.27,NoDOGE,4,160,0.96068144
1.27,NoDOGE,4,170,0.96068144
1.27,NoDOGE,5,0,1.00000000
1.27,NoDOGE,5,10,1.00000000
1.27,NoDOGE,5,20,1.00000000
1.27,NoDOGE,5,30,1.00000000
1.27,NoDOGE,5,40,1.00000000
1.27,NoDOGE,5,50,1.00000000
1.27,NoDOGE,5,60,1.00000000
1.27,NoDOGE,5,70,1.00000000
1.27,NoDOGE,5,80,1.00000000
1.27,NoDOGE,5,90,1.00000000
1.27,NoDOGE,5,100,1.00000000
1.27,NoDOGE,5,110,1.26981598
1.27,NoDOGE,5,120,1.26981598
1.27,NoDOGE,5,130,1.26981598
1.27,NoDOGE,5,140,1.26981598
1.27,NoDOGE,5,150,1.26981598
1.27,NoDOGE,5,160,1.26981598
1.27,NoDOGE,5,170,1.26981598
1.27,NoDOGE,5,180,1.26981598
1.27,NoDOGE,5,190,1.26981598
1.27,NoDOGE,5,200,1.36407747
1.27,NoDOGE,5,210,1.36407747
1.27,NoDOGE,5,220,1.36407747
1.27,Legacy4,0,0,1.00000000
1.27,Legacy4,0,10,1.00000000
1.27,Legacy4,0,20,0.99968358
1.27,Legacy4,0,30,0.99968358
1.27,Legacy4,0,40,0.99968358
1.27,Legacy4,0,50,1.05942737
1.27,Legacy4,0,60,1.05942737
1.27,Legacy4,0,70,1.05942737
1.27,Legacy4,0,80,1.41176927
1.27,Legacy4,0,90,1.39435305
1.27,Legacy4,0,100,1.39435305
1.27,Legacy4,0,110,1.39435305
1.27,Legacy4,0,120,1.39435305
1.27,Legacy4,0,130,1.44248220
1.27,Legacy4,0,140,1.96570680
1.27,Legacy4,0,150,1.70732484
1.27,Legacy4,0,160,1.70732484
1.27,Legacy4,1,0,1.00000000
1.27,Legacy4,1,10,1.00000000
1.27,Legacy4,1,20,1.00000000
1.27,Legacy4,1,30,1.00000000
1.27,Legacy4,1,40,1.00000000
1.27,Legacy4,1,50,1.00000000
1.27,Legacy4,1,60,1.00000000
1.27,Legacy4,1,70,1.00000000
1.27,Legacy4,1,80,1.00000000
1.27,Legacy4,1,90,1.00000000
1.27,Legacy4,1,100,1.08948204
1.27,Legacy4,1,110,1.08785313
1.27,Legacy4,1,120,1.08785313
1.27,Legacy4,1,130,0.98206034
1.27,Legacy4,1,140,0.98206034
1.27,Legacy4,1,150,0.98206034
1.27,Legacy4,1,160,1.04199109
1.27,Legacy4,1,170,1.04199109
1.27,Legacy4,1,180,1.24416617
1.27,Legacy4,2,0,1.00000000
1.27,Legacy4,2,10,1.00000000
1.27,Legacy4,2,20,1.00000000
1.27,Legacy4,2,30,1.00000000
1.27,Legacy4,2,40,1.00861060
1.27,Legacy4,2,50,0.96063938
1.27,Legacy4,2,60,0.93655046
1.27,Legacy4,2,70,0.93655046
1.27,Legacy4,2,80,0.93655046
1.27,Legacy4,2,90,0.93655046
1.27,Legacy4,2,100,1.38351947
1.27,Legacy4,2,110,1.38351947
1.27,Legacy4,2,120,2.64391406
1.27,Legacy4,2,130,2.64391406
1.27,Legacy4,2,140,2.64391406
1.27,Legacy4,2,150,2.64391406
1.27,Legacy4,3,0,1.00000000
1.27,Legacy4,3,10,1.02695755
1.27,Legacy4,3,20,1.02695755
1.27,Legacy4,3,30,1.08180034
1.27,Legacy4,3,40,1.08180034
1.27,Legacy4,3,50,1.33918673
1.27,Legacy4,3,60,1.33918673
1.27,Legacy4,3,70,1.33918673
1.27,Legacy4,3,80,1.33918673
1.27,Legacy4,3,90,1.57790917
1.27,Legacy4,3,100,1.64738051
1.27,Legacy4,3,110,1.37962161
1.27,Legacy4,3,120,1.37962161
1.27,Legacy4,3,130,1.37962161
1.27,Legacy4,3,140,1.37962161
1.27,Legacy4,3,150,1.37962161
1.27,Legacy4,4,0,1.00000000
1.27,Legacy4,4,10,1.00000000
1.27,Legacy4,4,20,1.03939803
1.27,Legacy4,4,30,0.87155465
1.27,Legacy4,4,40,0.87155465
1.27,Legacy4,4,50,0.87155465
1.27,Legacy4,4,60,1.11717310
1.27,Legacy4,4,70,1.12010019
1.27,Legacy4,4,80,1.12010019
1.27,Legacy4,4,90,1.12010019
1.27,Legacy4,4,100,1.12010019
1.27,Legacy4,4,110,1.12010019
1.27,Legacy4,4,120,1.12010019
1.27,Legacy4,4,130,1.12010019
1.27,Legacy4,4,140,1.12010019
1.27,Legacy4,4,150,1.12010019
1.27,Legacy4,4,160,1.12010019
1.27,Legacy4,4,170,1.12010019
1.27,Legacy4,4,180,1.12010019
1.27,Legacy4,4,190,1.12010019
1.27,Legacy4,5,0,1.00000000
1.27,Legacy4,5,10,1.00000000
1.27,Legacy4,5,20,1.00000000
1.27,Legacy4,5,30,1.00000000
1.27,Legacy4,5,40,1.00000000
1.27,Legacy4,5,50,1.00000000
1.27,Legacy4,5,60,1.00000000
1.27,Legacy4,5,70,1.00000000
1.27,Legacy4,5,80,1.00000000
1.27,Legacy4,5,90,1.08333333
1.27,Legacy4,5,100,1.37563398
1.27,Legacy4,5,110,1.37563398
1.27,Legacy4,5,120,1.37563398
1.27,Legacy4,5,130,1.37563398
1.27,Legacy4,5,140,1.37563398
1.27,Legacy4,5,150,1.37563398
1.27,Legacy4,5,160,1.37563398
1.27,Legacy4,5,170,1.37563398
1.27,Legacy4,5,180,1.37563398
1.27,Legacy4,5,190,1.47775059
1.27,Legacy4,5,200,1.47775059
1.27,Legacy4,5,210,1.47775059
1.27,Legacy5BNB,0,0,1.00000000
1.27,Legacy5BNB,0,10,1.00000000
1.27,Legacy5BNB,0,20,0.99968358
1.27,Legacy5BNB,0,30,0.99968358
1.27,Legacy5BNB,0,40,0.99968358
1.27,Legacy5BNB,0,50,1.05942737
1.27,Legacy5BNB,0,60,1.05942737
1.27,Legacy5BNB,0,70,1.05942737
1.27,Legacy5BNB,0,80,1.41176927
1.27,Legacy5BNB,0,90,1.38328112
1.27,Legacy5BNB,0,100,1.38328112
1.27,Legacy5BNB,0,110,1.38328112
1.27,Legacy5BNB,0,120,1.43102810
1.27,Legacy5BNB,0,130,1.61000443
1.27,Legacy5BNB,0,140,1.52877030
1.27,Legacy5BNB,1,0,1.00000000
1.27,Legacy5BNB,1,10,1.00000000
1.27,Legacy5BNB,1,20,1.00000000
1.27,Legacy5BNB,1,30,1.00000000
1.27,Legacy5BNB,1,40,1.00000000
1.27,Legacy5BNB,1,50,1.00000000
1.27,Legacy5BNB,1,60,1.00000000
1.27,Legacy5BNB,1,70,1.00000000
1.27,Legacy5BNB,1,80,1.00000000
1.27,Legacy5BNB,1,90,1.00000000
1.27,Legacy5BNB,1,100,0.91811024
1.27,Legacy5BNB,1,110,0.91811024
1.27,Legacy5BNB,1,120,0.91673755
1.27,Legacy5BNB,1,130,0.82758560
1.27,Legacy5BNB,1,140,0.82758560
1.27,Legacy5BNB,1,150,0.82758560
1.27,Legacy5BNB,1,160,0.82758560
1.27,Legacy5BNB,1,170,0.87808944
1.27,Legacy5BNB,1,180,1.04846308
1.27,Legacy5BNB,1,190,1.04846308
1.27,Legacy5BNB,2,0,1.00000000
1.27,Legacy5BNB,2,10,1.00000000
1.27,Legacy5BNB,2,20,1.00000000
1.27,Legacy5BNB,2,30,1.00000000
1.27,Legacy5BNB,2,40,1.00861060
1.27,Legacy5BNB,2,50,0.96063938
1.27,Legacy5BNB,2,60,0.93655046
1.27,Legacy5BNB,2,70,0.93655046
1.27,Legacy5BNB,2,80,0.93655046
1.27,Legacy5BNB,2,90,0.93655046
1.27,Legacy5BNB,2,100,1.38351947
1.27,Legacy5BNB,2,110,1.38351947
1.27,Legacy5BNB,2,120,2.64391406
1.27,Legacy5BNB,2,130,2.64391406
1.27,Legacy5BNB,2,140,2.64391406
1.27,Legacy5BNB,2,150,2.64391406
1.27,Legacy5BNB,3,0,1.00000000
1.27,Legacy5BNB,3,10,1.02695755
1.27,Legacy5BNB,3,20,1.02695755
1.27,Legacy5BNB,3,30,1.08180034
1.27,Legacy5BNB,3,40,1.08180034
1.27,Legacy5BNB,3,50,0.84511028
1.27,Legacy5BNB,3,60,0.84511028
1.27,Legacy5BNB,3,70,0.84511028
1.27,Legacy5BNB,3,80,0.98240302
1.27,Legacy5BNB,3,90,0.98240302
1.27,Legacy5BNB,3,100,0.98240302
1.27,Legacy5BNB,3,110,0.98240302
1.27,Legacy5BNB,3,120,0.98240302
1.27,Legacy5BNB,3,130,0.98240302
1.27,Legacy5BNB,3,140,0.98240302
1.27,Legacy5BNB,4,0,1.00000000
1.27,Legacy5BNB,4,10,1.00000000
1.27,Legacy5BNB,4,20,1.03939803
1.27,Legacy5BNB,4,30,1.05135280
1.27,Legacy5BNB,4,40,1.05135280
1.27,Legacy5BNB,4,50,1.05135280
1.27,Legacy5BNB,4,60,1.34764132
1.27,Legacy5BNB,4,70,1.34764132
1.27,Legacy5BNB,4,80,1.34764132
1.27,Legacy5BNB,4,90,1.34764132
1.27,Legacy5BNB,4,100,1.34764132
1.27,Legacy5BNB,4,110,1.34764132
1.27,Legacy5BNB,4,120,1.34764132
1.27,Legacy5BNB,4,130,1.34764132
1.27,Legacy5BNB,4,140,1.34764132
1.27,Legacy5BNB,4,150,1.34764132
1.27,Legacy5BNB,4,160,1.34764132
1.27,Legacy5BNB,4,170,1.34764132
1.27,Legacy5BNB,4,180,1.34764132
1.27,Legacy5BNB,4,190,1.34764132
1.27,Legacy5BNB,5,0,1.00000000
1.27,Legacy5BNB,5,10,1.00000000
1.27,Legacy5BNB,5,20,1.00000000
1.27,Legacy5BNB,5,30,1.00000000
1.27,Legacy5BNB,5,40,1.00000000
1.27,Legacy5BNB,5,50,1.00000000
1.27,Legacy5BNB,5,60,1.00000000
1.27,Legacy5BNB,5,70,1.00000000
1.27,Legacy5BNB,5,80,1.00000000
1.27,Legacy5BNB,5,90,1.00000000
1.27,Legacy5BNB,5,100,1.17135432
1.27,Legacy5BNB,5,110,1.17135432
1.27,Legacy5BNB,5,120,1.17135432
1.27,Legacy5BNB,5,130,1.17135432
1.27,Legacy5BNB,5,140,1.17135432
1.27,Legacy5BNB,5,150,1.17135432
1.27,Legacy5BNB,5,160,1.17135432
1.27,Legacy5BNB,5,170,1.17135432
1.27,Legacy5BNB,5,180,1.17135432
1.27,Legacy5BNB,5,190,0.94852057
1.27,Legacy5BNB,5,200,0.94852057
1.27,OldGuardNoBNB,0,0,1.00000000
1.27,OldGuardNoBNB,0,10,1.00000000
1.27,OldGuardNoBNB,0,20,0.99968358
1.27,OldGuardNoBNB,0,30,0.99968358
1.27,OldGuardNoBNB,0,40,0.99968358
1.27,OldGuardNoBNB,0,50,1.05942737
1.27,OldGuardNoBNB,0,60,1.05942737
1.27,OldGuardNoBNB,0,70,1.05942737
1.27,OldGuardNoBNB,0,80,1.41176927
1.27,OldGuardNoBNB,0,90,1.09122386
1.27,OldGuardNoBNB,0,100,1.26157544
1.27,OldGuardNoBNB,0,110,1.30512148
1.27,OldGuardNoBNB,0,120,1.13389243
1.27,OldGuardNoBNB,0,130,1.13389243
1.27,OldGuardNoBNB,0,140,1.13389243
1.27,OldGuardNoBNB,1,0,1.00000000
1.27,OldGuardNoBNB,1,10,0.69813236
1.27,OldGuardNoBNB,1,20,0.51381166
1.27,OldGuardNoBNB,1,30,0.51381166
1.27,OldGuardNoBNB,1,40,0.51381166
1.27,OldGuardNoBNB,1,50,0.51381166
1.27,OldGuardNoBNB,1,60,0.51381166
1.27,OldGuardNoBNB,1,70,0.51381166
1.27,OldGuardNoBNB,1,80,0.47173574
1.27,OldGuardNoBNB,1,90,0.47173574
1.27,OldGuardNoBNB,1,100,0.47103044
1.27,OldGuardNoBNB,1,110,0.42522313
1.27,OldGuardNoBNB,1,120,0.42522313
1.27,OldGuardNoBNB,1,130,0.42522313
1.27,OldGuardNoBNB,1,140,0.42522313
1.27,OldGuardNoBNB,1,150,0.37590380
1.27,OldGuardNoBNB,1,160,0.52131795
1.27,OldGuardNoBNB,2,0,1.00000000
1.27,OldGuardNoBNB,2,10,1.00000000
1.27,OldGuardNoBNB,2,20,1.00000000
1.27,OldGuardNoBNB,2,30,1.00000000
1.27,OldGuardNoBNB,2,40,1.00861060
1.27,OldGuardNoBNB,2,50,0.96063938
1.27,OldGuardNoBNB,2,60,0.93655046
1.27,OldGuardNoBNB,2,70,0.93655046
1.27,OldGuardNoBNB,2,80,0.93655046
1.27,OldGuardNoBNB,2,90,0.93655046
1.27,OldGuardNoBNB,2,100,1.38351947
1.27,OldGuardNoBNB,2,110,1.38351947
1.27,OldGuardNoBNB,2,120,2.64391406
1.27,OldGuardNoBNB,2,130,2.64391406
1.27,OldGuardNoBNB,2,140,2.64391406
1.27,OldGuardNoBNB,2,150,2.64391406
1.27,OldGuardNoBNB,3,0,1.00000000
1.27,OldGuardNoBNB,3,10,1.02695755
1.27,OldGuardNoBNB,3,20,1.02695755
1.27,OldGuardNoBNB,3,30,1.08180034
1.27,OldGuardNoBNB,3,40,1.08180034
1.27,OldGuardNoBNB,3,50,1.33918673
1.27,OldGuardNoBNB,3,60,1.33918673
1.27,OldGuardNoBNB,3,70,1.33918673
1.27,OldGuardNoBNB,3,80,1.33918673
1.27,OldGuardNoBNB,3,90,1.57790917
1.27,OldGuardNoBNB,3,100,1.64738051
1.27,OldGuardNoBNB,3,110,1.37962161
1.27,OldGuardNoBNB,3,120,1.37962161
1.27,OldGuardNoBNB,3,130,1.37962161
1.27,OldGuardNoBNB,3,140,1.37962161
1.27,OldGuardNoBNB,3,150,1.37962161
1.27,OldGuardNoBNB,4,0,1.00000000
1.27,OldGuardNoBNB,4,10,1.00000000
1.27,OldGuardNoBNB,4,20,1.03939803
1.27,OldGuardNoBNB,4,30,0.87155465
1.27,OldGuardNoBNB,4,40,0.87155465
1.27,OldGuardNoBNB,4,50,0.87155465
1.27,OldGuardNoBNB,4,60,1.11717310
1.27,OldGuardNoBNB,4,70,1.12010019
1.27,OldGuardNoBNB,4,80,1.12010019
1.27,OldGuardNoBNB,4,90,1.12010019
