universe,window,step,equity
Base5,3,16,1.096308
Base5,3,17,1.096308
Base5,3,18,1.096308
Base5,3,19,1.096308
Base5,3,20,1.096308
Base5,3,21,1.096308
Base5,3,22,1.096308
Base5,3,23,1.096308
Base5,3,24,1.096308
Base5,3,25,1.096308
Base5,3,26,1.096308
Base5,3,27,1.352380
Base5,3,28,1.352380
Base5,3,29,1.352380
Base5,3,30,1.352380
Base5,3,31,1.352380
Base5,3,32,1.352380
Base5,3,33,1.352380
Base5,3,34,1.352380
Base5,3,35,1.352380
Base5,3,36,1.352380
Base5,3,37,1.352380
Base5,3,38,1.352380
Base5,3,39,2.091158
Base5,3,40,1.108783
Base5,3,41,1.108783
Base5,3,42,1.660529
Base5,3,43,1.660529
Base5,3,44,1.660529
Base5,3,45,1.660529
Base5,3,46,1.660529
Base5,3,47,2.879083
Base5,3,48,2.879083
Base5,3,49,2.879083
Base5,3,50,2.879083
Base5,3,51,2.455888
Base5,3,52,2.455888
Base5,3,53,2.455888
Base5,3,54,2.455888
Base5,3,55,2.455888
Base5,3,56,2.455888
Base5,3,57,2.455888
Base5,3,58,2.455888
Base5,3,59,2.455888
Base5,3,60,2.455888
Base5,3,61,2.455888
Base5,3,62,2.455888
Base5,3,63,2.455888
Base5,3,64,2.455888
Base5,3,65,2.455888
Base5,3,66,2.455888
Base5,3,67,2.455888
Base5,3,68,2.455888
Base5,3,69,2.455888
Base5,3,70,2.455888
Base5,3,71,2.455888
Base5,3,72,2.455888
Base5,3,73,2.455888
Base5,3,74,2.455888
Base5,3,75,2.613595
Base5,3,76,2.613595
Base5,3,77,2.604362
Base5,3,78,2.481606
Base5,3,79,3.059908
Base5,3,80,3.059908
Base5,3,81,3.059908
Base5,3,82,3.059908
Base5,3,83,3.817066
Base5,4,0,1.000000
Base5,4,1,0.986574
Base5,4,2,0.986574
Base5,4,3,0.979002
Base5,4,4,0.979002
Base5,4,5,0.979002
Base5,4,6,0.979002
Base5,4,7,0.979002
Base5,4,8,0.979002
Base5,4,9,1.039668
Base5,4,10,1.039668
Base5,4,11,1.039668
Base5,4,12,1.039668
Base5,4,13,1.039668
Base5,4,14,1.039668
Base5,4,15,1.039668
Base5,4,16,1.039668
Base5,4,17,1.039668
Base5,4,18,1.039668
Base5,4,19,1.039668
Base5,4,20,1.039668
Base5,4,21,1.039668
Base5,4,22,1.039668
Base5,4,23,1.039668
Base5,4,24,1.039668
Base5,4,25,1.039668
Base5,4,26,1.039668
Base5,4,27,1.039668
Base5,4,28,1.039668
Base5,4,29,1.039668
Base5,4,30,1.039668
Base5,4,31,1.039668
Base5,4,32,1.039668
Base5,4,33,1.039668
Base5,4,34,1.039668
Base5,4,35,1.039668
Base5,4,36,1.039668
Base5,4,37,1.039668
Base5,4,38,1.039668
Base5,4,39,1.039668
Base5,4,40,1.039668
Base5,4,41,1.039668
Base5,4,42,1.039668
Base5,4,43,1.039668
Base5,4,44,1.039668
Base5,4,45,1.039668
Base5,4,46,1.039668
Base5,4,47,1.039668
Base5,4,48,1.039668
Base5,4,49,1.039668
Base5,4,50,1.039668
Base5,4,51,1.039668
Base5,4,52,1.039668
Base5,4,53,1.039668
Base5,4,54,1.039668
Base5,4,55,1.039668
Base5,4,56,1.039668
Base5,4,57,1.203730
Base5,4,58,1.203730
Base5,4,59,1.203730
Base5,4,60,1.203730
Base5,4,61,1.203730
Base5,4,62,1.203730
Base5,4,63,1.203730
Base5,4,64,1.203730
Base5,4,65,1.203730
Base5,4,66,1.203730
Base5,4,67,1.203730
Base5,4,68,1.203730
Base5,4,69,1.203730
Base5,4,70,1.203730
Base5,4,71,1.203730
Base5,4,72,1.203730
Base5,4,73,1.203730
Base5,4,74,1.203730
Base5,4,75,1.203730
Base5,4,76,1.203730
Base5,4,77,1.203730
Base5,4,78,1.203730
Base5,4,79,1.203730
Base5,4,80,1.203730
Base5,4,81,1.203730
Base5,4,82,1.203730
Base5,4,83,1.203730
Base5,4,84,1.203730
Base5,4,85,1.203730
Base5,4,86,1.203730
Base5,4,87,1.203730
Base5,4,88,1.203730
Base5,4,89,1.203730
Base5,4,90,1.203730
Base5,4,91,1.203730
Base5,4,92,1.203730
Base5,4,93,1.203730
Base5,4,94,1.203730
Base5,4,95,1.203730
Base5,4,96,1.203730
Base5,4,97,1.203730
Base5,4,98,1.203730
Base5,4,99,1.203730
Base5,4,100,1.203730
Base5,4,101,1.203730
Base5,4,102,1.203730
Base5,4,103,1.203730
Base5,4,104,1.203730
Base5,4,105,1.348123
Base5,4,106,1.348123
Base5,4,107,1.243032
Base5,4,108,1.243032
Base5,4,109,1.243032
Base5,4,110,1.243032
Base5,4,111,1.243032
Base5,4,112,1.243032
Base5,4,113,1.243032
Base5,4,114,1.243032
Base5,4,115,1.243032
Base5,4,116,1.243032
Base5,4,117,1.243032
Base5,4,118,1.243032
Base5,4,119,1.243032
Base5,4,120,1.243032
Base5,4,121,1.243032
Base5,4,122,1.243032
Base5,4,123,1.243032
Base5,4,124,1.243032
Base5,4,125,1.243032
Base5,4,126,1.243032
Base5,4,127,1.243032
Base5,4,128,1.243032
Base5,4,129,1.243032
Base5,4,130,1.243032
Base5,4,131,1.243032
Base5,4,132,1.579890
Base5,4,133,1.579890
Base5,4,134,1.320371
Base5,4,135,1.320371
Base5,4,136,1.320371
Base5,4,137,1.320371
Base5,4,138,1.320371
Base5,4,139,1.320371
Base5,4,140,1.320371
Base5,4,141,1.320371
Base5,4,142,1.320371
Base5,4,143,1.320371
Base5,4,144,1.320371
Base5,4,145,1.320371
Base5,5,0,1.000000
Base5,5,1,1.000000
Base5,5,2,1.000000
Base5,5,3,1.000000
Base5,5,4,1.000000
Base5,5,5,1.000000
Base5,5,6,1.000000
Base5,5,7,1.000000
Base5,5,8,1.000000
Base5,5,9,1.000000
Base5,5,10,1.000000
Base5,5,11,1.000000
Base5,5,12,1.000000
Base5,5,13,1.000000
Base5,5,14,1.000000
Base5,5,15,1.000000
Base5,5,16,1.000000
Base5,5,17,1.000000
Base5,5,18,1.000000
Base5,5,19,1.000000
Base5,5,20,1.000000
Base5,5,21,1.000000
Base5,5,22,1.000000
Base5,5,23,1.000000
Base5,5,24,1.000000
Base5,5,25,1.000000
Base5,5,26,1.000000
Base5,5,27,1.000000
Base5,5,28,1.000000
Base5,5,29,1.000000
Base5,5,30,1.000000
Base5,5,31,1.038892
Base5,5,32,1.038892
Base5,5,33,1.038892
Base5,5,34,1.038892
Base5,5,35,1.038892
Base5,5,36,1.038892
Base5,5,37,1.038892
Base5,5,38,1.038892
Base5,5,39,1.038892
Base5,5,40,1.038892
Base5,5,41,1.038892
Base5,5,42,1.038892
Base5,5,43,1.038892
Base5,5,44,1.038892
Base5,5,45,1.038892
Base5,5,46,1.038892
Base5,5,47,1.038892
Base5,5,48,1.038892
Base5,5,49,1.038892
Base5,5,50,1.038892
Base5,5,51,1.038892
Base5,5,52,1.038892
Base5,5,53,1.038892
Base5,5,54,1.038892
Base5,5,55,1.038892
Base5,5,56,1.038892
Base5,5,57,1.038892
Base5,5,58,1.038892
Base5,5,59,1.038892
Base5,5,60,1.038892
Base5,5,61,1.038892
Base5,5,62,1.038892
Base5,5,63,1.038892
Base5,5,64,1.038892
Base5,5,65,1.038892
Base5,5,66,1.038892
Base5,5,67,1.038892
Base5,5,68,1.038892
Base5,5,69,1.038892
Base5,5,70,1.038892
Base5,5,71,1.038892
Base5,5,72,1.038892
Base5,5,73,1.038892
Base5,5,74,1.038892
Base5,5,75,1.038892
Base5,5,76,1.038892
Base5,5,77,1.038892
Base5,5,78,1.038892
Base5,5,79,1.038892
Base5,5,80,1.038892
Base5,5,81,1.038892
Base5,5,82,1.038892
Base5,5,83,1.038892
Base5,5,84,1.038892
Base5,5,85,1.038892
Base5,5,86,1.038892
Base5,5,87,1.038892
Base5,5,88,1.038892
Base5,5,89,1.038892
Base5,5,90,1.038892
Base5,5,91,1.038892
Base5,5,92,1.038892
Base5,5,93,1.038892
Base5,5,94,1.038892
Base5,5,95,1.038892
Base5,5,96,1.038892
Base5,5,97,1.038892
Base5,5,98,1.038892
Base5,5,99,1.038892
Base5,5,100,1.038892
Base5,5,101,1.038892
Base5,5,102,1.038892
Base5,5,103,1.038892
Base5,5,104,1.038892
Base5,5,105,1.038892
Base5,5,106,1.038892
Base5,5,107,1.038892
Base5,5,108,1.113782
Base5,5,109,1.113782
Base5,5,110,1.113782
Base5,5,111,1.113782
Base5,5,112,1.113782
Base5,5,113,1.113782
Base5,5,114,1.113782
Base5,5,115,1.172859
Base5,5,116,1.172859
Base5,5,117,1.172859
Base5,5,118,1.172859
Base5,5,119,1.172859
Base5,5,120,1.172859
Base5,5,121,1.172859
Base5,5,122,1.172859
Base5,5,123,1.172859
Base5,5,124,1.172859
Base5,5,125,1.172859
Base5,5,126,1.172859
Base5,5,127,1.172859
Base5,5,128,1.172859
Base5,5,129,1.172859
Base5,5,130,1.172859
Base5,5,131,1.114191
Base5,5,132,1.114191
Base5,5,133,1.114191
Base5,5,134,1.114191
Base5,5,135,1.114191
Base5,5,136,1.114191
Base5,5,137,1.114191
Base5,5,138,1.114191
Base5,5,139,1.114191
Base5,5,140,1.114191
Base5,5,141,1.114191
Base5,5,142,1.114191
Base5,5,143,1.114191
Base5,5,144,1.114191
Base5,5,145,1.114191
Base5,5,146,1.114191
Base5,5,147,1.114191
Base5,5,148,1.114191
Base5,5,149,1.114191
Base5,5,150,1.114191
Base5,5,151,1.114191
Base5,5,152,1.114191
Base5,5,153,1.114191
Base5,5,154,1.114191
Base5,5,155,1.114191
Base5,5,156,1.152276
Base5,5,157,1.132221
Base5,5,158,1.079157
Base5,6,0,1.000000
Base5,6,1,1.042869
Base5,6,2,0.962839
Base5,6,3,0.962839
Base5,6,4,1.065531
Base5,6,5,1.065531
Base5,6,6,1.065531
Base5,6,7,1.065531
Base5,6,8,1.065531
Base5,6,9,1.065531
Base5,6,10,1.065531
Base5,6,11,1.065531
Base5,6,12,1.065531
Base5,6,13,1.065531
Base5,6,14,1.065531
Base5,6,15,1.065531
Base5,6,16,1.065531
Base5,6,17,1.065531
Base5,6,18,1.065531
Base5,6,19,1.065531
Base5,6,20,1.065531
Base5,6,21,1.065531
Base5,6,22,1.065531
Base5,6,23,1.065531
Base5,6,24,1.065531
Base5,6,25,1.065531
Base5,6,26,1.065531
Base5,6,27,1.065531
Base5,6,28,1.065531
Base5,6,29,1.065531
Base5,6,30,1.065531
Base5,6,31,1.065531
Base5,6,32,1.065531
Base5,6,33,1.065531
Base5,6,34,1.065531
Base5,6,35,1.065531
Base5,6,36,1.065531
Base5,6,37,1.065531
Base5,6,38,1.065531
Base5,6,39,1.065531
Base5,6,40,1.065531
Base5,6,41,1.065531
Base5,6,42,1.065531
Base5,6,43,1.065531
Base5,6,44,1.065531
Base5,6,45,1.065531
Base5,6,46,1.065531
Base5,6,47,1.065531
Base5,6,48,1.065531
Base5,6,49,1.065531
Base5,6,50,1.065531
Base5,6,51,1.065531
Base5,6,52,1.065531
Base5,6,53,1.065531
Base5,6,54,1.065531
Base5,6,55,1.065531
Base5,6,56,1.065531
Base5,6,57,1.065531
Base5,6,58,1.065531
Base5,6,59,1.065531
Base5,6,60,1.065531
Base5,6,61,1.065531
Base5,6,62,1.065531
Base5,6,63,1.065531
Base5,6,64,1.065531
Base5,6,65,1.065531
Base5,6,66,1.065531
Base5,6,67,1.065531
Base5,6,68,1.170397
Base5,6,69,1.170397
Base5,6,70,1.170397
Base5,6,71,1.170397
Base5,6,72,1.170397
Base5,6,73,1.170397
Base5,6,74,1.170397
Base5,6,75,1.170397
Base5,6,76,1.170397
Base5,6,77,1.170397
Base5,6,78,1.170397
Base5,6,79,1.170397
Base5,6,80,1.170397
Base5,6,81,1.170397
Base5,6,82,1.170397
Base5,6,83,1.170397
Base5,6,84,1.170397
Base5,6,85,1.170397
Base5,6,86,1.170397
Base5,6,87,1.170397
Base5,6,88,1.170397
Base5,6,89,0.802550
Base5,6,90,0.802550
Base5,6,91,0.802550
Base5,6,92,0.802550
Base5,6,93,0.802550
Base5,6,94,0.802550
Base5,6,95,0.802550
Base5,6,96,0.802550
Base5,6,97,0.802550
Base5,6,98,0.802550
Base5,6,99,0.802550
Base5,6,100,0.802550
Base5,6,101,0.802550
Base5,6,102,0.802550
Base5,6,103,0.802550
Base5,6,104,0.802550
Base5,6,105,0.802550
Base5,6,106,0.802550
Base5,6,107,0.802550
Base5,6,108,0.802550
Base5,6,109,0.802550
Base5,6,110,0.802550
Base5,6,111,0.802550
Base5,6,112,0.802550
Base5,6,113,0.802550
Base5,6,114,0.802550
Base5,6,115,0.802550
Base5,6,116,0.639465
Base5,6,117,0.639465
Base5,6,118,0.639465
Base5,6,119,0.639465
Base5,6,120,0.639465
Base5,6,121,0.639465
Base5,6,122,0.639465
Base5,6,123,0.639465
Base5,6,124,0.639465
Base5,6,125,0.639465
Base5,6,126,0.639465
Base5,6,127,0.639465
Base5,6,128,0.639465
Base5,6,129,0.604938
Base5,6,130,0.604938
Base5,6,131,0.604938
Base5,6,132,0.604938
Base5,6,133,0.604938
Base5,6,134,0.731359
Base5,6,135,0.824972
NoDOGE,0,0,1.000000
NoDOGE,0,1,1.000000
NoDOGE,0,2,1.000000
NoDOGE,0,3,1.000000
NoDOGE,0,4,1.000000
NoDOGE,0,5,1.000000
NoDOGE,0,6,1.000000
NoDOGE,0,7,1.000000
NoDOGE,0,8,1.000000
NoDOGE,0,9,1.000000
NoDOGE,0,10,1.000000
NoDOGE,0,11,1.000000
NoDOGE,0,12,1.000000
NoDOGE,0,13,1.000000
NoDOGE,0,14,1.000000
NoDOGE,0,15,1.000000
NoDOGE,0,16,1.000000
NoDOGE,0,17,1.000000
NoDOGE,0,18,1.000000
NoDOGE,0,19,1.000000
NoDOGE,0,20,1.000000
NoDOGE,0,21,1.000000
NoDOGE,0,22,1.000000
NoDOGE,0,23,1.000000
NoDOGE,0,24,1.000000
NoDOGE,0,25,1.000000
NoDOGE,0,26,1.000000
NoDOGE,0,27,1.000000
NoDOGE,0,28,1.000000
NoDOGE,0,29,1.000000
NoDOGE,0,30,1.000000
NoDOGE,0,31,1.000000
NoDOGE,0,32,1.000000
NoDOGE,0,33,1.000000
NoDOGE,0,34,1.000000
NoDOGE,0,35,1.000000
NoDOGE,0,36,1.000000
NoDOGE,0,37,1.000000
NoDOGE,0,38,1.000000
NoDOGE,0,39,1.000000
NoDOGE,0,40,1.000000
NoDOGE,0,41,1.000000
NoDOGE,0,42,1.487052
NoDOGE,0,43,1.487052
NoDOGE,0,44,1.487052
NoDOGE,0,45,1.487052
NoDOGE,0,46,1.487052
NoDOGE,0,47,1.487052
NoDOGE,0,48,1.487052
NoDOGE,0,49,1.487052
NoDOGE,0,50,1.487052
NoDOGE,0,51,1.487052
NoDOGE,0,52,1.487052
NoDOGE,0,53,1.487052
NoDOGE,0,54,1.487052
NoDOGE,0,55,1.487052
NoDOGE,0,56,1.487052
NoDOGE,0,57,1.487052
NoDOGE,0,58,1.487052
NoDOGE,0,59,1.487052
NoDOGE,0,60,1.487052
NoDOGE,0,61,1.487052
NoDOGE,0,62,1.814704
NoDOGE,0,63,1.814704
NoDOGE,0,64,1.814704
NoDOGE,0,65,1.814704
NoDOGE,0,66,1.814704
NoDOGE,0,67,1.814704
NoDOGE,0,68,1.814704
NoDOGE,0,69,1.814704
NoDOGE,0,70,1.814704
NoDOGE,0,71,1.814704
NoDOGE,0,72,1.814704
NoDOGE,0,73,1.952553
NoDOGE,0,74,1.952553
NoDOGE,0,75,2.645876
NoDOGE,0,76,2.645876
NoDOGE,0,77,2.645876
NoDOGE,0,78,2.645876
NoDOGE,0,79,2.645876
NoDOGE,0,80,2.645876
NoDOGE,0,81,2.419639
NoDOGE,0,82,2.419639
NoDOGE,0,83,2.419639
NoDOGE,0,84,2.419639
NoDOGE,0,85,2.419639
NoDOGE,0,86,2.419639
NoDOGE,0,87,2.419639
NoDOGE,0,88,3.399491
NoDOGE,0,89,3.399491
NoDOGE,0,90,3.399491
NoDOGE,0,91,3.399491
NoDOGE,0,92,3.399491
NoDOGE,0,93,3.399491
NoDOGE,0,94,2.437886
NoDOGE,0,95,2.437886
NoDOGE,0,96,2.437886
NoDOGE,0,97,2.437886
NoDOGE,0,98,2.437886
NoDOGE,0,99,2.437886
NoDOGE,0,100,2.437886
NoDOGE,0,101,2.437886
NoDOGE,0,102,2.437886
NoDOGE,0,103,2.437886
NoDOGE,0,104,2.437886
NoDOGE,0,105,2.437886
NoDOGE,0,106,2.437886
NoDOGE,0,107,2.437886
NoDOGE,0,108,2.437886
NoDOGE,0,109,2.437886
NoDOGE,0,110,2.437886
NoDOGE,0,111,2.437886
NoDOGE,0,112,2.274243
NoDOGE,0,113,2.274243
NoDOGE,0,114,2.274243
NoDOGE,0,115,2.274243
NoDOGE,0,116,2.274243
NoDOGE,0,117,2.274243
NoDOGE,0,118,2.274243
NoDOGE,0,119,2.274243
NoDOGE,0,120,2.274243
NoDOGE,0,121,2.274243
NoDOGE,0,122,2.274243
NoDOGE,0,123,2.274243
NoDOGE,0,124,2.274243
NoDOGE,0,125,2.274243
NoDOGE,0,126,2.274243
NoDOGE,0,127,2.274243
NoDOGE,0,128,2.274243
NoDOGE,0,129,2.274243
NoDOGE,0,130,2.274243
NoDOGE,0,131,2.274243
NoDOGE,0,132,2.274243
NoDOGE,0,133,2.274243
NoDOGE,0,134,2.274243
NoDOGE,0,135,2.274243
NoDOGE,0,136,2.274243
NoDOGE,0,137,2.274243
NoDOGE,0,138,2.274243
NoDOGE,0,139,2.274243
NoDOGE,0,140,2.274243
NoDOGE,0,141,2.274243
NoDOGE,0,142,2.274243
NoDOGE,0,143,2.274243
NoDOGE,0,144,2.274243
NoDOGE,0,145,2.274243
NoDOGE,1,0,1.000000
NoDOGE,1,1,1.000000
NoDOGE,1,2,1.000000
NoDOGE,1,3,1.000000
NoDOGE,1,4,1.000000
NoDOGE,1,5,1.000000
NoDOGE,1,6,1.000000
NoDOGE,1,7,1.000000
NoDOGE,1,8,1.101684
NoDOGE,1,9,1.101684
